TICKER,EX_DIVIDEND,DATE_PAYEMENT,VALUE
PUB,2021-06-15,2021-07-06,"2,0"
PVL,2022-04-06,2022-04-08,"0,14"
PVL,2021-04-22,2021-04-26,"0,05"
PVL,2019-04-18,2019-04-24,"0,2"
PVL,2018-04-05,2018-04-09,"0,27"
PVL,2017-04-05,2017-04-07,"2,0"
QDT,2023-08-03,2023-08-07,"0,6"
QDT,2022-08-04,2022-08-08,"0,55"
QDT,2021-08-04,2021-08-09,"0,5"
QDT,2020-09-04,2020-09-09,"0,35"
QDT,2019-08-02,2019-08-06,"0,53"
RCO,2023-09-28,2023-10-02,"1,0"
RCO,2022-07-27,2022-10-03,"1,0"
RCO,2021-09-29,2021-10-01,"1,85"
RF,2023-05-01,2023-05-03,"2,2"
RF,2022-05-02,2022-05-04,"1,75"
RF,2021-04-30,2021-05-04,"1,5"
RF,2019-05-08,2019-05-10,"1,25"
RI,2023-11-24,2023-11-28,"2,64"
RI,2023-07-05,2023-07-07,"2,06"
RI,2022-11-25,2022-11-29,"2,56"
RI,2022-07-06,2022-07-08,"1,56"
RI,2021-11-22,2021-11-24,"1,79"
RMS,2024-02-13,2024-02-15,"3,5"
RMS,2023-04-25,2023-04-27,"9,5"
RMS,2023-02-17,2023-02-22,"3,5"
RMS,2022-04-25,2022-04-27,"5,5"
RMS,2022-02-18,2022-02-24,"2,5"
RNO,2023-05-17,2023-05-19,"0,25"
RNO,2019-06-18,2019-06-20,"3,55"
RNO,2018-06-21,2018-06-25,"3,55"
RNO,2017-06-21,2017-06-23,"3,15"
RNO,2016-05-15,2016-05-17,"2,4"
RUI,2023-06-13,2023-06-15,"1,92"
RUI,2022-06-14,2022-06-16,"1,86"
RUI,2021-06-16,2021-07-08,"1,8"
RUI,2020-06-17,2020-07-17,"1,75"
RUI,2019-06-17,2019-07-16,"1,59"
RXL,2023-05-09,2023-05-11,"1,2"
RXL,2022-06-06,2022-06-08,"0,75"
RXL,2021-04-29,2021-05-02,"0,46"
RXL,2020-07-02,2020-07-06,"0,48"
RXL,2019-07-03,2019-07-05,"0,35"
SAF,2023-05-30,2023-06-01,"1,35"
SAF,2022-05-31,2022-06-02,"0,5"
SAF,2021-05-28,2021-06-02,"0,43"
SAF,2019-05-24,2019-05-29,"1,82"
SAF,2018-05-29,2018-05-31,"1,6"
SAN,2023-05-30,2023-06-01,"3,56"
SAN,2022-05-06,2022-05-10,"3,33"
SAN,2021-05-05,2021-05-07,"3,2"
SAN,2020-05-04,2020-05-06,"3,15"
SAN,2019-05-09,2019-05-13,"3,07"
SCHP,2023-07-07,2023-07-11,"1,1"
SCHP,2022-07-08,2022-07-13,"1,0"
SCHP,2021-07-08,2021-07-12,"0,95"
SCHP,2020-07-08,2020-07-10,"0,95"
SCHP,2019-07-03,2019-07-05,"0,95"
SCR,2023-05-30,2023-06-01,"1,4"
SCR,2022-05-20,2022-05-24,"1,8"
SCR,2021-07-02,2021-07-06,"1,8"
SCR,2019-04-30,2019-05-02,"1,75"
SCR,2018-05-01,2018-05-03,"1,65"
SEFER,2023-04-26,2023-04-28,"0,4"
SEFER,2022-05-19,2022-05-23,"0,29"
SEFER,2020-09-28,2020-09-30,"0,12"
SEFER,2019-06-04,2019-06-06,"0,05"
SEFER,2018-05-15,2018-05-17,"0,08"
SFPI,2023-06-21,2023-06-23,"0,05"
SFPI,2022-06-22,2022-06-24,"0,08"
SFPI,2021-06-23,2021-06-25,"0,06"
SFPI,2019-06-19,2019-06-21,"0,05"
SFPI,2018-06-19,2018-06-21,"0,06"
SGO,2023-06-12,2023-06-14,"2,0"
SGO,2022-06-06,2022-06-08,"1,63"
SGO,2021-06-07,2021-06-09,"1,33"
SGO,2019-06-10,2019-06-12,"1,33"
SGO,2018-06-11,2018-06-13,"1,3"
SII,2023-09-27,2023-09-29,"0,5"
SII,2022-09-28,2022-09-30,"0,4"
SII,2021-09-22,2021-09-24,"0,15"
SII,2020-09-23,2020-09-25,"0,1"
SII,2019-09-25,2019-09-27,"0,2"
SK,2023-05-31,2023-06-02,"2,45"
SK,2022-05-31,2022-06-02,"2,45"
SK,2021-05-25,2021-05-27,"2,14"
SK,2020-05-22,2020-05-26,"1,43"
SK,2019-05-24,2019-05-29,"2,14"
SOI,2021-04-29,2021-05-14,"0,02"
SOI,2021-02-04,2021-02-22,"0,02"
SOI,2020-11-12,2020-11-30,"0,05"
SOI,2020-08-06,2020-08-31,"0,02"
SOP,2023-05-26,2023-05-31,"4,3"
SOP,2022-06-07,2022-06-09,"3,2"
SOP,2021-06-01,2021-06-03,"2,0"
SOP,2019-07-02,2019-07-04,"1,85"
SOP,2018-07-03,2018-07-05,"2,4"
SPIE,2023-09-20,2023-09-22,"0,22"
SPIE,2023-05-22,2023-05-24,"0,55"
SPIE,2022-09-22,2022-09-26,"0,18"
SPIE,2022-05-20,2022-05-24,"0,47"
SPIE,2021-09-23,2021-09-27,"0,13"
SQI,2017-07-21,2017-07-25,"0,88"
SQI,2016-07-13,2016-07-15,"0,6"
SQI,2015-07-21,2015-07-23,"0,45"
SQI,2014-07-18,2014-07-23,"0,56"
SQI,2013-07-19,2013-07-26,"0,36"
SRP,2021-05-13,2021-06-04,"0,02"
SRP,2014-09-03,2014-10-17,"0,04"
SRP,2014-03-12,2014-05-14,"0,09"
SRP,2013-09-04,2013-10-18,"0,04"
SRP,2013-03-13,2013-05-22,"0,09"
SU,2023-05-09,2023-05-11,"3,15"
SU,2022-05-17,2022-05-19,"2,9"
SU,2021-05-10,2021-05-12,"2,6"
SU,2020-05-05,2020-05-07,"2,55"
SU,2019-05-01,2019-05-03,"2,35"
SW,2023-12-20,2023-12-22,"3,1"
SW,2022-12-23,2022-12-28,"2,4"
SW,2021-12-17,2021-12-21,"2,0"
SW,2020-01-30,2020-02-03,"2,9"
SW,2019-01-30,2019-02-01,"2,75"
SWP,2023-05-02,2023-05-04,"1,7"
SWP,2022-04-29,2022-05-03,"10,0"
SWP,2021-05-07,2021-05-11,"4,8"
SWP,2020-09-10,2020-09-14,"2,4"
SWP,2019-05-07,2019-05-09,"1,2"
TEP,2023-04-21,2023-04-25,"3,85"
TEP,2022-04-26,2022-04-28,"3,3"
TEP,2021-04-27,2021-04-29,"2,4"
TEP,2020-07-02,2020-07-06,"2,4"
TEP,2019-05-13,2019-05-15,"1,9"
TFI,2023-04-20,2023-04-24,"0,5"
TFI,2022-04-21,2022-04-25,"0,45"
TFI,2021-05-03,2021-05-05,"0,45"
TFI,2019-04-29,2019-05-02,"0,4"
TFI,2018-05-01,2018-05-03,"0,35"
TOUP,2023-07-10,2023-07-12,"0,1"
TOUP,2014-12-30,2015-01-02,"0,5"
TOUP,2014-07-04,2014-07-09,"0,25"
TOUP,2014-01-10,2014-01-15,"0,25"
TOUP,2013-01-08,2013-01-11,"0,5"
TRI,2024-01-17,2024-01-19,"1,75"
TRI,2023-05-23,2023-05-25,"1,75"
TRI,2023-01-11,2023-01-13,"1,75"
TRI,2022-05-12,2022-05-16,"1,75"
TRI,2021-09-28,2021-09-30,"3,2"
TTE,2024-03-20,2024-04-03,"0,74"
TTE,2024-01-02,2024-01-12,"0,74"
TTE,2023-09-20,2023-10-02,"0,74"
TTE,2023-06-21,2023-07-03,"0,74"
TTE,2023-03-22,2023-04-03,"0,69"
URW,2020-03-24,2020-03-26,"5,4"
URW,2019-07-03,2019-07-05,"5,4"
URW,2019-03-27,2019-03-29,"5,4"
VAC,2012-03-19,2012-03-22,"0,7"
VAC,2011-03-15,2011-03-18,"0,7"
VAC,2010-03-09,2010-03-12,"1,5"
VAC,2009-03-09,2009-03-12,"2,7"
VAC,2008-02-20,2008-02-25,"2,7"
VANTI,2017-06-21,2017-06-23,"0,06"
VANTI,2015-05-20,2015-05-22,"0,05"
VCT,2023-04-25,2023-04-27,"1,65"
VCT,2022-04-29,2022-05-03,"1,65"
VCT,2021-04-26,2021-04-28,"1,5"
VCT,2020-04-20,2020-04-22,"1,5"
VCT,2019-04-25,2019-04-29,"1,5"
VETO,2023-06-02,2023-06-06,"0,8"
VETO,2022-06-03,2022-06-07,"0,8"
VETO,2021-06-04,2021-06-08,"0,5"
VETO,2020-06-02,2020-06-04,"0,38"
VETO,2019-05-31,2019-06-04,"0,48"
VIE,2023-05-05,2023-05-26,"0,54"
VIE,2023-05-09,2023-05-11,"1,12"
VIE,2022-07-07,2022-07-22,"1,0"
VIE,2022-07-05,2022-07-07,"1,0"
VIE,2021-05-10,2021-05-26,"0,7"
VIRP,2023-06-26,2023-06-28,"1,32"
VIRP,2022-06-24,2022-06-28,"1,25"
VIRP,2021-06-23,2021-06-25,"0,75"
VIRP,2015-06-28,2015-06-30,"1,9"
VIRP,2014-06-23,2014-06-25,"1,9"
VIV,2023-04-25,2023-04-27,"0,25"
VIV,2022-04-26,2022-04-28,"0,25"
VIV,2021-06-23,2021-06-25,"0,6"
VIV,2020-04-21,2020-04-23,"0,6"
VIV,2019-04-16,2019-04-18,"0,5"
VK,2015-06-04,2015-06-25,"32,4"
VK,2014-06-04,2014-06-25,"32,4"
VK,2013-06-06,2013-06-25,"27,6"
VK,2012-06-05,2012-06-27,"52,0"
VK,2011-06-16,2011-07-07,"52,0"
VRAP,2023-07-11,2023-07-13,"0,8"
VRAP,2022-07-08,2022-07-12,"0,8"
VRAP,2019-07-08,2019-07-10,"0,8"
VRAP,2018-07-06,2018-07-10,"0,8"
VRAP,2017-07-06,2017-07-10,"0,8"
VRLA,2023-05-08,2023-05-10,"1,4"
VRLA,2022-05-19,2022-05-23,"1,05"
VRLA,2021-07-01,2021-07-05,"0,95"
VRLA,2020-06-15,2020-07-09,"0,85"
WAVE,2023-08-02,2023-08-04,"0,38"
WAVE,2022-08-03,2022-08-05,"0,38"
WAVE,2021-08-02,2021-08-05,"0,23"
WAVE,2019-09-19,2019-09-23,"0,23"
WAVE,2018-08-01,2018-08-03,"0,81"
ASY,2024-04-04,2024-04-08,"7,0"
ABCA,2024-04-23,2024-04-25,"0,1"
ASY,2024-04-03,2024-04-05,"7,0"
CDA,2024-03-20,2024-03-22,"0,8"
DG,2024-04-23,2024-04-25,"3,45"
DIM,2024-04-02,2024-04-04,"0,69"
GFC,2024-03-04,2024-03-06,"2,65"
MC,2024-04-23,2024-04-25,"7,5"
TFI,2024-04-22,2024-04-24,"0,55"
